ArtistId,ArtistTitle,ArtistDescription,,
308gQ5eCBIiSAHmi9tqlJ6,Lucky Dube,african gospel azontobeats dancehall lovers rock polynesian pop reggae reggae fusion roots reggae ,,
20qISvAhX20dpIbOOzGK3q,Nas,dirty south rap east coast hip hop gangster rap hardcore hip hop hip hop pop rap rap southern hip hop ,,
2Kx7MNY7cI1ENniW7vT30N,Norah Jones,adult standards folk christmas folk-pop neo mellow pop christmas pop rock singer-songwriter ,,
7tW1m9SzfIUgjG1niwE9sL,Mason Noise,,,
05Sne6IyNxaM7vexMvN84t,Madelyn Victoria,,,
3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,hip pop indie r&b neo mellow pop pop christmas pop rap post-teen pop r&b urban contemporary ,,
1vCWHaC5f2uS3yhpwWbIA6,Avicii,big room dance pop edm pop tropical house ,,
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,album rock canadian pop mellow gold rock soft rock ,,
25NQNriVT2YbSW80ILRWJa,Faith Hill,contemporary country country country christmas country dawn country road dance pop neo mellow pop christmas pop rock ,,
6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,hip hop pop rap rap southern hip hop trap music ,,
19KwjzvIL92r29IINtlPNP,Scarface,crunk deep southern trap dirty south rap gangster rap hardcore hip hop hip hop pop rap rap southern hip hop trap music ,,
04abdnqPQe2N4fjztDea6z,Austin Mahone,dance pop pop post-teen pop teen pop viral pop ,,
6nS5roXSAGhTGr34W6n7Et,Disclosure,house pop tropical house ,,
4EzkuveR9pLvDVFNx6foYD,James Bay,neo mellow pop pop rock viral pop ,,
4Afw4xVuVs6937GcMzr9AO,Xander Demos,,,
3KodnMx7MNfnCer7yrpB4h,Jony Privat,,,
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,dance pop pop post-teen pop viral pop ,,
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,dance pop pop r&b ,,
02kJSzxNuaWGqwubyUba0Z,G-Eazy,pop rap rap underground pop rap ,,
0IdYRFTswLdsGwSnzOaGNF,Gretchen Wilson,contemporary country country country christmas country dawn country road modern country rock ,,
5ZS223C6JyBfXasXxrRqOk,Jhene Aiko,dance pop deep indie r&b deep pop r&b hip pop indie r&b pop pop rap post-teen pop r&b rap urban contemporary ,,
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,folk-pop indie folk indie pop modern rock neo mellow stomp and holler ,,
6deZN1bslXzeGvOLaLMOIF,Nickelback,alternative metal canadian pop nu metal post-grunge ,,
7qvsLYsYP0MHD7jkdv6DAG,Sara Evans,contemporary country country country christmas country dawn country gospel country road modern country rock ,,
3Isy6kedDrgPYoTS1dazA9,Sean Paul,dance pop dancehall pop pop rap reggae fusion ,,
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,dance pop europop pop pop christmas pop rock r&b ,,
3FUY2gzHeIiaesXtOAdB7A,Train,neo mellow pop pop christmas pop rap pop rock ,,
03tfKFHhDoDqF73vCI3cxn,William Michael Morgan,contemporary country country road lift kit modern country rock ,,
6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernandez,grupera latin latin arena pop latin christmas latin pop mariachi ranchera ,,
7gi3jmwpUpNWdswT8eEprF,Conway Twitty,country country christmas country gospel country rock cowboy western nashville sound outlaw country traditional country ,,
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,g funk gangster rap hip hop pop rap rap southern hip hop west coast rap ,,
0eGh2jSWPBX5GuqIHoZJZG,Ice-T,chicano rap gangster rap hardcore hip hop hip hop old school hip hop rap west coast rap ,,
2WV4xLQooFalR2cit0XSKp,Jennifer Nettles,contemporary country country country dawn ,,
0ZnY6mQmgr2yZarjry68td,June Carter Cash,country gospel cowboy western nashville sound outlaw country traditional country ,,
0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,country country gospel country rock cowboy western folk folk rock mellow gold nashville sound outlaw country roots rock singer-songwriter texas country traditional country traditional folk ,,
6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,crunk deep pop r&b deep southern trap dirty south rap dwn trap gangster rap pop rap rap southern hip hop trap music ,,
60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,alternative country country blues country rock folk folk rock folk-pop lilith mellow gold new americana outlaw country roots rock singer-songwriter texas country traditional folk ,,
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,classic funk rock motown quiet storm soul soul christmas ,,
3AQRLZ9PuTAozP28Skbq8V,The Script,boy band celtic rock neo mellow pop pop rock post-teen pop viral pop ,,
2qxJFvFYMEDqd7ui6kSAcq,Zedd,complextro dance pop edm electro house german techno pop tropical house ,,
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,contemporary country country country christmas country road modern country rock neo mellow ,,
2t2XKfWKLXpFIjFwy1K8wx,Aaron Lewis,alternative metal contemporary country country country road modern country rock outlaw country post-grunge redneck texas country ,,
5zgyxbzemUOywyKdvEvVqB,Amber Rose,deep dance pop ,,
1By9QBFnjZAoI83BZppHlt,Billy Currington,contemporary country country country road modern country rock ,,
4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd,dance pop pop post-teen pop talent show teen pop viral pop ,,
6pAuTi6FXi6qFQJ1dzMXQs,Kurt Cobain,grunge ,,
74XFHRwlV6OrjEM0A2NCMF,Paramore,candy pop emo modern rock pixie pop pop emo pop punk ,,
1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop pop post-teen pop ,,
7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa,dance pop hip hop hip house hip pop old school hip hop pop rap rap ,,
05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal nu metal post-grunge rap metal rap rock rock ,,
2yMN0IP20GOaN6q0p0zL5k,Tarkan,turkish pop ,,
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,east coast hip hop gangster rap hardcore hip hop hip hop pop rap rap southern hip hop ,,
33SdDU5uSCrD6hI3dE5ft8,Charlie Allen,indiecoustica ,,
4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,contemporary country country country christmas country road lift kit modern country rock redneck ,,
3U7k7hBsHF9dy4ELW53Wrv,John Anderson,contemporary country country country christmas country gospel country road country rock nashville sound outlaw country redneck southern rock texas country traditional country ,,
5tth2a3v0sWwV1C7bApBdX,Lil' Kim,crunk dance pop dirty south rap east coast hip hop escape room gangster rap hardcore hip hop hip hop hip pop pop pop rap r&b rap southern hip hop urban contemporary ,,
6olE6TJLqED3rqDCT0FyPh,Nirvana,alternative metal alternative rock classic rock grunge modern rock permanent wave post-grunge rock ,,
07QEuhtrNmmZ0zEcqE9SF6,Owl City,modern rock neo mellow pop pop punk pop rock post-teen pop viral pop ,,
5GtMEZEeFFsuHY8ad4kOxv,Seal,soft rock ,,
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,british invasion classic rock merseybeat protopunk psychedelic rock rock ,,
6sCbFbEjbYepqswM1vWjjs,Zendaya,dance pop deep pop r&b pop post-teen pop teen pop viral pop ,,
4S9EykWXhStSc15wEx8QFK,CÌ©line Dion,canadian pop dance pop pop pop christmas ,,
7tlQrRh6jNY1c95poJvBe9,Deitrick Haddon,gospel ,,
3gMaNLQm7D9MornNILzdSl,Lionel Richie,adult standards dance pop disco mellow gold motown pop quiet storm r&b soft rock soul soul christmas urban contemporary ,,
74D1UgRzMhTSPz698exXmR,Panjabi MC,bhangra desi desi hip hop indian pop punjabi ,,
1pTuR132U5b4Rizal2Pr7m,Randy Travis,contemporary country country country christmas country gospel country road country rock nashville sound outlaw country traditional country ,,
6FBDaR13swtiWwGhX1WQsP,blink-182,heavy christmas modern rock pop punk punk punk christmas ,,
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,adult standards brill building pop bubblegum pop christmas country christmas cowboy western easy listening lounge merseybeat nashville sound rock-and-roll rockabilly traditional country vocal jazz ,,
3VQfHuqrRK1CNXR1V8PeR9,Gene Watson,country country christmas country gospel country rock cowboy western nashville sound outlaw country texas country traditional country western swing ,,
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,pop rap rap ,,
7KMqksf0UMdyA0UCf4R3ux,James Blunt,neo mellow pop pop rock ,,
2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,acoustic pop dance pop folk christmas folk-pop lilith neo mellow pop pop christmas pop rock post-teen pop singer-songwriter viral pop ,,
50hFWG3MaUUX5phNrrVc97,Sawyer Brown,contemporary country country country christmas country road country rock nashville sound outlaw country redneck traditional country ,,
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,dwn trap pop pop rap rap trap music ,,
0SUahWD0xMQ4ZTgkoRyF1y,Heidi Feek,,,
3GaRKzVcjJv5cIL8CmRAHn,Sawyer Fredericks,,,
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,album rock blues-rock classic rock glam metal glam rock hard rock heavy christmas mellow gold metal protopunk rock ,,
5rkVyNGXEgeUqKkB5ccK83,Ashanti,dance pop deep pop r&b hip hop hip pop indie r&b neo soul pop pop christmas pop rap r&b soul christmas southern hip hop urban contemporary ,,
59wfkuBoNyhDMQGCljbUbA,Diddy,crunk dance pop dirty south rap east coast hip hop hip hop hip pop pop pop rap r&b rap ,,
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,folk-pop modern rock pop ,,
3CkvROUTQ6nRi9yQOcsB50,Genesis,album rock art rock classic rock dance rock hard rock mellow gold new wave progressive rock psychedelic rock rock soft rock symphonic rock ,,
2dyeCWctcFRt3Pha76ONgb,Hank Williams, Jr.,contemporary country country country road country rock nashville sound outlaw country redneck southern rock traditional country ,
0f5nVCcR06GX8Qikz0COtT,Omarion,dance pop deep pop r&b dwn trap hip pop indie r&b neo soul pop pop rap post-teen pop r&b rap southern hip hop trap music urban contemporary ,,
6vAUkvPZ5AsKEyrbm0Idw3,Shane Owens,deep contemporary country lift kit ,,
4Ud7lY9V8pOyydumajSW3O,The Mavericks,country country christmas country rock nashville sound outlaw country texas country traditional country ,,
46aNfN89JrOQTCy97GoCHa,Tokio Hotel,pop punk ,,
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,deep trap drill dwn trap hip hop pop rap rap southern hip hop trap music underground hip hop ,,
4ScCswdRlyA23odg9thgIO,Jess Glynne,dance pop pop post-teen pop tropical house ,,
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,album rock art rock bow pop classic rock folk rock glam rock mellow gold rock soft rock symphonic rock ,,
5s6TJEuHTr9GR894wc6VfP,Emmylou Harris,alternative country country christmas country rock folk folk christmas folk rock folk-pop lilith melancholia mellow gold nashville sound outlaw country roots rock singer-songwriter traditional country traditional folk ,,
4etuCZVdP8yiNPn4xf0ie5,Julio Iglesias,latin latin christmas latin pop ,,
2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,contemporary country country country christmas country dawn dance pop pop christmas pop rock ,,
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,emo modern rock pop punk punk christmas screamo ,,
3C6hf9ZIza3e2f2Q3XwfcO,IvÌÁn Torrent,epicore ,,
7uLePkJ2f0MwEcphODfkuu,Zahara,cantautor spanish indie pop spanish pop spanish rock ,,
6BHFfCwwWCOGRNSZAxNvrk,Sarah Ross,redneck ,,
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,dwn trap pop rap rap trap music ,,
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,adult standards disco mellow gold soft rock soul christmas ,,
7352aRY2mqSxBZwzUb6LmA,Bow Wow,crunk dance pop deep pop r&b dirty south rap hip hop hip pop pop pop rap r&b rap southern hip hop trap music urban contemporary ,,
5WRElKaZsn1tGnrgmJVAeO,Cam,contemporary country ,,
4J3wzDMI97AlGimdiVcaLb,Crazy Frog,bubblegum dance eurodance europop ,,
6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe,country country gospel country rock nashville sound outlaw country redneck southern rock texas country traditional country ,,
4sbB4Yy6Qig51pKCIKSLw3,Jaheim,dance pop hip pop neo soul new jack swing pop rap quiet storm r&b soul urban contemporary ,,
3gggmBN0erstm3YJvEGe3t,Jake Miller,pop pop rap post-teen pop teen pop underground pop rap viral pop ,,
7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,dance pop deep pop r&b dirty south rap hip pop neo soul new jack swing pop rap r&b southern hip hop urban contemporary ,,
1f2e3RQf7LHOum8NU61q0R,Kem,classic funk rock funk neo soul new jack swing pop christmas quiet storm r&b soul soul christmas urban contemporary ,,
0khzcQ6PQU5a6dl1Qss3pt,Lorrie Morgan,contemporary country country country christmas country dawn country gospel country rock nashville sound traditional country ,,
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,pop rap ,,
19y5MFBH7gohEdGwKM7QsP,Luther Vandross,classic funk rock dance pop disco funk motown neo soul new jack swing quiet storm r&b soul soul christmas urban contemporary ,,
738wLrAtLtCtFOLvQBXOXp,Major Lazer,dance pop edm electro house moombahton pop tropical house ,,
7zICaxnDB9ZprDSiFpvbbW,Master P,crunk deep southern trap deep trap dirty south rap gangster rap hip hop hyphy pop rap rap southern hip hop trap music ,,
5MouCg6ta7zAxsfMEbc1uh,OMI,dance pop pop tropical house ,,
4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,adult standards album rock australian dance country christmas disco hollywood mellow gold new wave pop soft rock soul christmas ,,
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,latin latin christmas latin pop pop christmas reggaeton tropical ,,
1iLuTmIgxCEiEllDSWkeIy,Ronnie Dunn,contemporary country country country road lift kit modern country rock redneck texas country ,,
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,album rock british invasion classic rock folk rock mellow gold protopunk rock singer-songwriter ,,
5eTq3PxbOh5vgeRXKNqPyV,The Runaways,protopunk ,,
2kfEteodmTRN9IlyqeJeAC,Saint Gurmeet Ram Rahim Singh Ji Insan,,,
3Yu9eG3yuqEgw2I7SlP8QW,Mako Girls,,,
2s79xe5F6eUQkjwjww27Fh,ABC,art rock dance rock disco mellow gold new romantic new wave new wave pop soft rock synthpop ,,
1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,desi desi hip hop filmi indian pop ,,
0c173mlxpT3dSFRgMO8XPh,Big Sean,detroit hip hop pop rap rap trap music ,,
0GWCNkPi54upO9WLlwjAHd,Big Time Rush,boy band dance pop pop pop christmas post-teen pop teen pop viral pop ,,
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,reggae roots reggae ,,
58lV9VcRSjABbAbfWS6skp,Bon Jovi,album rock glam metal hard rock heavy christmas rock ,,
3Ay15wt0QChT4Kapsuw5Jt,Clint Black,contemporary country country country christmas country road country rock nashville sound outlaw country redneck texas country traditional country ,,
0YWxKQj2Go9CGHCp77UOyy,Fabolous,crunk dance pop dirty south rap gangster rap hardcore hip hop hip hop hip pop pop rap r&b rap trap music urban contemporary ,,
7nU4hB040gTmHm45YYMvqc,Hannah Montana,dance pop pop post-teen pop teen pop viral pop ,,
0GzIauSfKRc5BlNXpTWAGz,Jessie James Decker,contemporary country modern country rock ,,
6LqNN22kT3074XbTVUrhzX,Kesha,dance pop pop pop rap post-teen pop r&b ,,
20s0P9QLxGqKuCsGwFsp7w,Mario,dance pop deep pop r&b hip pop pop pop rap r&b urban contemporary ,,
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,boy band dance pop europop pop pop christmas post-teen pop ,,
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,opm pinoy alternative ,,
7xsMZdxw6eEJXGTLZulONO,Rodney Carrington,comedy comic country country christmas country road redneck ,,
3X458ddYA2YcVWuVIGGOYe,Toni Braxton,dance pop deep pop r&b hip pop neo soul new jack swing pop quiet storm r&b soul christmas urban contemporary ,,
68EB3QvNdVLkC7SAgDbHIR,Marianas Trench,emo modern rock pixie pop pop emo pop punk post-teen pop viral pop ,,
0oBEeN6BCxEgMogzThqrPf,Big & Rich,contemporary country country country christmas country road modern country rock redneck ,,
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,pop rap rap trap music ,,
0AunegKKH2ys98aLxq8G1A,Avant,dance pop deep pop r&b dirty south rap hip pop neo soul new jack swing pop christmas pop rap quiet storm r&b soul christmas southern hip hop urban contemporary ,,
21WS9wngs9AqFckK7yYJPM,PnB Rock,dwn trap pop rap rap southern hip hop trap music ,,
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,latin latin hip hop reggaeton tropical ,,
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,album rock blues-rock classic rock electric blues folk rock hard rock mellow gold rock roots rock singer-songwriter soft rock ,,
7oPftvlwr6VrsViSDV7fJY,Green Day,alternative rock modern rock permanent wave pop punk pop rock punk rock ,,
4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,desi desi hip hop filmi indian folk indian pop ,,
1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,crunk dance pop dirty south rap east coast hip hop hardcore hip hop hip hop hip pop new jack swing old school hip hop pop rap r&b rap southern hip hop urban contemporary ,,
7dnB1wSxbYa8CejeVg98hz,Meat Loaf,album rock hard rock mellow gold rock soft rock ,,
72Q6lRKiVLErS4QjuZxsDG,Scott Hoying,,,
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,indie pop indie poptimism indie rock indietronica modern rock neo mellow pop pop rock shimmer pop ,,
4MoAOfV4ROWofLG3a3hhBN,Jon Pardi,contemporary country country country road modern country rock ,,
6oMuImdp5ZcFhWP0ESe6mG,Migos,dwn trap pop rap rap trap music ,,
4NHQUGzhtTLFvgF5SZesLK,Tove Lo,dance pop edm metropopolis pop post-teen pop swedish pop swedish synthpop tropical house ,,
2FXC3k01G6Gw61bmprjgqS,Hozier,folk-pop indie folk modern blues neo mellow pop ,,
4ma4lGxLHnVoijRKTz65V0,Ola Dips,,,
17lzZA2AlOHwCwFALHttmp,2 Chainz,dwn trap pop rap rap southern hip hop trap music ,,
711MCceyCBcFnzjGY4Q7Un,AC/DC,album rock classic rock hard rock heavy christmas rock ,,
46gyXjRIvN1NL1eCB8GBxo,All Time Low,modern rock pop emo pop punk post-teen pop punk christmas ,,
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,adult standards cabaret christmas cool jazz jazz jazz blues jazz christmas soul vocal jazz ,,
4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,blues blues-rock classic rock country blues country rock electric blues folk folk rock folk-pop jazz blues lilith mellow gold modern blues pop rock rock roots rock singer-songwriter soft rock soul soul blues southern rock traditional folk ,,
057gc1fxmJ2vkctjQJ7Tal,The Buggles,dance rock new romantic new wave new wave pop synthpop zolo ,,
7xmd7RPLO292xIiLMAryFQ,Dailey & Vincent,bluegrass progressive bluegrass ,,
6ktyNEnEukKzskQEiXgCFD,Craig Morgan,contemporary country country country christmas country road modern country rock redneck ,,
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,alternative metal nu metal post-grunge rap metal ,,
5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,album rock classic rock country rock dance rock folk folk rock mellow gold new romantic new wave new wave pop pop rock rock roots rock singer-songwriter soft rock southern rock ,,
6vXTefBL93Dj5IqAWq6OTv,French Montana,pop rap rap trap music ,,
0TF2NxkJZPQoX1H53rEFM1,Gladys Knight & The Pips,brill building pop chicago soul classic funk rock disco funk mellow gold memphis soul motown quiet storm soul soul blues soul christmas southern soul ,,
3dnH7fdVm2X07MK6Fkbhbt,Gwar,alternative metal comic crossover thrash funk rock groove metal industrial metal industrial rock metal nu metal rap rock speed metal thrash metal ,,
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,acoustic pop folk-pop neo mellow pop pop christmas pop rock singer-songwriter viral pop ,,
738OS3zrCO782uDiUN9pet,Lee Ann Womack,contemporary country country country christmas country dawn country road traditional country ,,
